,STATE,WINNER,PARTY,SYMBOL,GENDER,AGE,CATEGORY,EDUCATION,"TOTAL
VOTES",TOTAL ELECTORS
175,Maharashtra,Loser,IND,Tractor Chalata Kisan,MALE,41.0,GENERAL,Graduate,283798,1886284
176,Maharashtra,Loser,INC,Hand,MALE,56.0,GENERAL,12th Pass,91789,1886284
350,Maharashtra,Loser,IND,SHIP,MALE,57.0,GENERAL,Post Graduate,16792,2045405
377,Maharashtra,Winner,BJP,Lotus,MALE,50.0,GENERAL,Others,650243,1811556
280,Maharashtra,Loser,VBA,Cup & Saucer,MALE,43.0,GENERAL,Post Graduate,44134,2114663
279,Maharashtra,Loser,BJP,Lotus,FEMALE,34.0,GENERAL,Graduate,530940,2114663
278,Maharashtra,Winner,NCP,Clock,FEMALE,49.0,GENERAL,Graduate,686714,2114663
908,Manipur,Winner,BJP,Lotus,MALE,67.0,GENERAL,Doctorate,263632,937464
1610,Manipur,Loser,INC,Hand,MALE,56.0,ST,Graduate,152510,1022099
1608,Manipur,Winner,NPF,Cock,MALE,59.0,ST,Graduate Professional,363527,1022099
910,Manipur,Loser,CPI(M),Ears of Corn And Sickle,MALE,69.0,GENERAL,Graduate Professional,133813,937464
1609,Manipur,Loser,BJP,Lotus,MALE,36.0,ST,12th Pass,289745,1022099
911,Manipur,Loser,IND,SHIP,MALE,40.0,GENERAL,10th Pass,81634,937464
909,Manipur,Loser,INC,Hand,MALE,59.0,GENERAL,Post Graduate,245877,937464
1611,Manipur,Loser,NPEP,Book,MALE,64.0,ST,12th Pass,30726,1022099
1612,Manipur,Loser,NEINDP,Walking Stick,MALE,43.0,ST,Post Graduate,12211,1022099
912,Manipur,Loser,NEINDP,Walking Stick,MALE,59.0,GENERAL,Graduate Professional,25010,937464
2140,Meghalaya,Loser,INC,Hand,MALE,53.0,ST,Graduate Professional,240425,716990
1912,Meghalaya,Winner,INC,Hand,MALE,51.0,ST,Graduate Professional,419689,1197806
1914,Meghalaya,Loser,BJP,Lotus,MALE,52.0,ST,10th Pass,76683,1197806
2141,Meghalaya,Loser,BJP,Lotus,MALE,55.0,ST,Others,31707,716990
2139,Meghalaya,Winner,NPEP,Book,FEMALE,38.0,ST,Post Graduate,304455,716990
2142,Meghalaya,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,6454,716990
1913,Meghalaya,Loser,UDP,Drum,MALE,54.0,ST,Doctorate,267256,1197806
1431,Mizoram,Winner,MNF,Star,MALE,62.0,ST,Graduate,224286,792464
1432,Mizoram,Loser,IND,Triangle,MALE,41.0,ST,Post Graduate,216146,792464
1433,Mizoram,Loser,BJP,Lotus,MALE,59.0,ST,Graduate Professional,28707,792464
1435,Mizoram,Loser,IND,Tyres,MALE,54.0,ST,Graduate Professional,12675,792464
1434,Mizoram,Loser,PRISMP,DIAMOND,MALE,36.0,ST,10th Pass,13323,792464
2251,NCT OF Delhi,Loser,INC,Hand,MALE,64.0,GENERAL,12th Pass,287162,2371644
2252,NCT OF Delhi,Loser,AAP,Broom,MALE,47.0,GENERAL,Graduate Professional,251873,2371644
1991,NCT OF Delhi,Loser,BSP,Elephant,MALE,52.0,SC,Post Graduate,14761,2067463
1990,NCT OF Delhi,Loser,INC,Hand,MALE,33.0,GENERAL,Graduate,164613,2067463
1989,NCT OF Delhi,Loser,AAP,Broom,MALE,30.0,GENERAL,Graduate Professional,319971,2067463
1988,NCT OF Delhi,Winner,BJP,Lotus,MALE,57.0,GENERAL,Graduate Professional,687014,2067463
2250,NCT OF Delhi,Winner,BJP,Lotus,MALE,41.0,GENERAL,Post Graduate,865648,2371644
1588,NCT OF Delhi,Winner,BJP,Lotus,MALE,47.0,GENERAL,Post Graduate,787799,2290492
685,NCT OF Delhi,Loser,BSP,Elephant,MALE,48.0,SC,12th Pass,19090,2039302
682,NCT OF Delhi,Winner,BJP,Lotus,MALE,37.0,GENERAL,12th Pass,696156,2039302
485,NCT OF Delhi,Winner,BJP,Lotus,MALE,64.0,GENERAL,Post Graduate,519055,1562283
486,NCT OF Delhi,Loser,INC,Hand,MALE,74.0,GENERAL,Graduate,290910,1562283
487,NCT OF Delhi,Loser,AAP,Broom,MALE,52.0,GENERAL,Graduate Professional,144551,1562283
1598,NCT OF Delhi,Loser,INC,Hand,MALE,53.0,SC,Post Graduate,236882,2378995
1597,NCT OF Delhi,Loser,AAP,Broom,MALE,70.0,SC,8th Pass,294766,2378995
1577,NCT OF Delhi,Winner,BJP,Lotus,FEMALE,51.0,GENERAL,Graduate Professional,504206,1617470
1578,NCT OF Delhi,Loser,INC,Hand,MALE,55.0,GENERAL,Post Graduate,247702,1617470
1591,NCT OF Delhi,Loser,BSP,Elephant,MALE,43.0,GENERAL,12th Pass,37831,2290492
1590,NCT OF Delhi,Loser,AAP,Broom,MALE,38.0,GENERAL,Post Graduate,190856,2290492
1589,NCT OF Delhi,Loser,INC,Hand,FEMALE,81.0,GENERAL,Post Graduate,421697,2290492
1579,NCT OF Delhi,Loser,AAP,Broom,MALE,43.0,GENERAL,Graduate,150342,1617470
684,NCT OF Delhi,Loser,AAP,Broom,FEMALE,37.0,GENERAL,Post Graduate,219328,2039302
1596,NCT OF Delhi,Winner,BJP,Lotus,MALE,57.0,SC,10th Pass,848663,2378995
683,NCT OF Delhi,Loser,INC,Hand,MALE,50.0,GENERAL,Graduate,304934,2039302
1497,Nagaland,Loser,INC,Hand,MALE,75.0,ST,Graduate Professional,484166,1213777
1496,Nagaland,Winner,NDPP,Globe,MALE,62.0,ST,Graduate,500510,1213777
1498,Nagaland,Loser,NPEP,Book,MALE,38.0,ST,Post Graduate,14997,1213777
1132,Odisha,Loser,BJD,Conch,FEMALE,25.0,ST,Graduate Professional,526359,1516688
213,Odisha,Winner,BJP,Lotus,MALE,64.0,GENERAL,Graduate,483858,1531781
214,Odisha,Loser,BJD,Conch,MALE,51.0,GENERAL,Others,470902,1531781
215,Odisha,Loser,INC,Hand,MALE,46.0,GENERAL,Graduate Professional,179403,1531781
1403,Odisha,Winner,BJP,Lotus,MALE,54.0,ST,10th Pass,483812,1493205
1404,Odisha,Loser,BJD,Conch,MALE,41.0,ST,Graduate Professional,458556,1493205
163,Odisha,Winner,BJD,Conch,FEMALE,70.0,GENERAL,5th Pass,552749,1541145
1405,Odisha,Loser,JMM,Bow & Arrow,FEMALE,47.0,ST,12th Pass,135552,1493205
1406,Odisha,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,21357,1493205
1407,Odisha,Loser,IND,Pot,FEMALE,47.0,ST,Post Graduate,13937,1493205
1130,Odisha,Loser,BJP,Lotus,MALE,55.0,GENERAL,Graduate Professional,476598,1710916
1129,Odisha,Winner,BJD,Conch,MALE,37.0,GENERAL,Graduate,630179,1710916
309,Odisha,Winner,BJP,Lotus,MALE,59.0,GENERAL,Post Graduate,581245,1596290
310,Odisha,Loser,BJD,Conch,MALE,69.0,GENERAL,Graduate Professional,517306,1596290
1133,Odisha,Loser,BJP,Lotus,MALE,49.0,ST,12th Pass,460156,1516688
1134,Odisha,Loser,INC,Hand,MALE,43.0,ST,Post Graduate,128716,1516688
166,Odisha,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,17344,1541145
1039,Odisha,Winner,BJP,Lotus,MALE,58.0,GENERAL,12th Pass,433074,1611056
165,Odisha,Loser,CPI(M),Ears of Corn And Sickle,MALE,47.0,GENERAL,Post Graduate,59978,1541145
164,Odisha,Loser,BJP,Lotus,FEMALE,47.0,GENERAL,Post Graduate,348042,1541145
1221,Odisha,Loser,CPIM,Saw,MALE,27.0,ST,5th Pass,15827,1434384
571,Odisha,Winner,BJD,Conch,MALE,62.0,GENERAL,Post Graduate,524592,1518996
572,Odisha,Loser,BJP,Lotus,MALE,63.0,GENERAL,Post Graduate,403391,1518996
573,Odisha,Loser,INC,Hand,MALE,67.0,GENERAL,Post Graduate,99847,1518996
636,Odisha,Winner,BJD,Conch,MALE,58.0,SC,12th Pass,522884,1504403
637,Odisha,Loser,BJP,Lotus,MALE,59.0,GENERAL,Graduate,487472,1504403
638,Odisha,Loser,INC,Hand,MALE,77.0,GENERAL,12th Pass,80349,1504403
937,Odisha,Loser,INC,Hand,MALE,50.0,SC,Post Graduate,83321,1475007
936,Odisha,Loser,BJP,Lotus,MALE,61.0,SC,10th Pass,442327,1475007
935,Odisha,Winner,BJD,Conch,FEMALE,45.0,SC,Post Graduate,544020,1475007
922,Odisha,Loser,INC,Hand,FEMALE,56.0,SC,Post Graduate,239684,1643595
1135,Odisha,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,19207,1516688
1040,Odisha,Loser,BJD,Conch,MALE,52.0,GENERAL,10th Pass,406260,1611056
1042,Odisha,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,21199,1611056
921,Odisha,Loser,BJP,Lotus,MALE,55.0,SC,Post Graduate,348330,1643595
360,Odisha,Winner,BJD,Conch,MALE,68.0,GENERAL,10th Pass,443843,1502455
361,Odisha,Loser,BJP,Lotus,MALE,44.0,GENERAL,Graduate Professional,348999,1502455
362,Odisha,Loser,INC,Hand,MALE,52.0,GENERAL,Graduate,142632,1502455
363,Odisha,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,14381,1502455
371,Odisha,Winner,BJD,Conch,FEMALE,42.0,SC,Graduate,513045,1661661
372,Odisha,Loser,BJP,Lotus,MALE,49.0,SC,Post Graduate,484254,1661661
373,Odisha,Loser,INC,Hand,FEMALE,42.0,SC,Post Graduate,207710,1661661
1495,Odisha,Loser,BSP,Elephant,MALE,59.0,ST,Graduate,28905,1461004
1494,Odisha,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,44582,1461004
1493,Odisha,Loser,BJP,Lotus,MALE,57.0,ST,Graduate,342839,1461004
1492,Odisha,Loser,INC,Hand,MALE,43.0,ST,Graduate,350870,1461004
1491,Odisha,Winner,BJD,Conch,MALE,40.0,ST,Graduate,392504,1461004
1067,Odisha,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,13253,1288666
1066,Odisha,Loser,INC,Hand,MALE,37.0,GENERAL,Graduate,138993,1288666
1041,Odisha,Loser,INC,Hand,MALE,60.0,SC,Graduate Professional,319202,1611056
1065,Odisha,Loser,BJP,Lotus,MALE,66.0,GENERAL,Post Graduate,312463,1288666
1702,Odisha,Winner,BJD,Conch,MALE,59.0,GENERAL,Graduate Professional,538321,1562331
1703,Odisha,Loser,BJP,Lotus,MALE,45.0,GENERAL,Post Graduate,526607,1562331
416,Odisha,Winner,BJP,Lotus,FEMALE,49.0,GENERAL,Graduate,486991,1699678
417,Odisha,Loser,BJD,Conch,MALE,63.0,GENERAL,Graduate Professional,463152,1699678
418,Odisha,Loser,CPI(M),"Hammer, Sickle and Star",MALE,71.0,GENERAL,Graduate Professional,23026,1699678
447,Odisha,Winner,BJP,Lotus,FEMALE,57.0,GENERAL,Graduate,498086,1744446
448,Odisha,Loser,BJD,Conch,MALE,45.0,GENERAL,Graduate,478570,1744446
449,Odisha,Loser,INC,Hand,MALE,45.0,GENERAL,Post Graduate,271056,1744446
450,Odisha,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,16001,1744446
451,Odisha,Loser,APoI,Coat,MALE,49.0,SC,Graduate Professional,13919,1744446
312,Odisha,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,14167,1596290
311,Odisha,Loser,INC,Hand,MALE,51.0,GENERAL,Graduate,109417,1596290
1044,Odisha,Loser,APoI,Coat,MALE,42.0,SC,Graduate Professional,12409,1611056
1043,Odisha,Loser,BMUP,Cot,FEMALE,43.0,GENERAL,10th Pass,15864,1611056
1064,Odisha,Winner,BJD,Conch,MALE,55.0,GENERAL,Doctorate,461679,1288666
920,Odisha,Winner,BJD,Conch,FEMALE,54.0,SC,Graduate Professional,619985,1643595
1131,Odisha,Loser,INC,Hand,MALE,65.0,GENERAL,Post Graduate,114089,1710916
1853,Odisha,Loser,INC,Hand,MALE,62.0,GENERAL,Graduate Professional,135969,1468530
2024,Odisha,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,13675,1531525
2021,Odisha,Loser,BJD,Conch,FEMALE,39.0,ST,Graduate,276991,1531525
1851,Odisha,Winner,BJP,Lotus,MALE,47.0,GENERAL,12th Pass,473770,1468530
1704,Odisha,Loser,INC,Hand,MALE,51.0,GENERAL,Post Graduate,44734,1562331
2020,Odisha,Winner,BJP,Lotus,MALE,58.0,ST,Others,500056,1531525
1852,Odisha,Loser,BJD,Conch,MALE,61.0,GENERAL,Post Graduate,464608,1468530
2022,Odisha,Loser,INC,Hand,MALE,60.0,ST,12th Pass,268218,1531525
1854,Odisha,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,13456,1468530
1214,Odisha,Winner,INC,Hand,MALE,40.0,ST,Graduate Professional,371129,1434384
1215,Odisha,Loser,BJD,Conch,FEMALE,33.0,ST,12th Pass,367516,1434384
1216,Odisha,Loser,BJP,Lotus,MALE,63.0,ST,10th Pass,208398,1434384
1217,Odisha,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,36561,1434384
2023,Odisha,Loser,IND,Saw,FEMALE,48.0,ST,10th Pass,14790,1531525
1219,Odisha,Loser,CPI(ML)(L),Flag with Three Stars,MALE,67.0,ST,8th Pass,26117,1434384
1220,Odisha,Loser,APoI,Coat,MALE,45.0,ST,Post Graduate,18849,1434384
1218,Odisha,Loser,BSP,Elephant,MALE,61.0,ST,Graduate Professional,35764,1434384
1696,Puducherry,Loser,NTK,Ganna Kisan,FEMALE,30.0,GENERAL,Not Available,22857,973410
1695,Puducherry,Loser,MNM,Battery Torch,MALE,72.0,GENERAL,Graduate Professional,38068,973410
1694,Puducherry,Loser,AINRC,Jug,MALE,29.0,GENERAL,Post Graduate,247956,973410
1693,Puducherry,Winner,INC,Hand,MALE,68.0,GENERAL,Graduate,444981,973410
1697,Puducherry,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,12199,973410
1656,Punjab,Loser,AAP,Broom,FEMALE,47.0,GENERAL,Graduate,56877,1739600
723,Punjab,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,13045,1502861
722,Punjab,Loser,AAP,Broom,MALE,35.0,SC,12th Pass,62881,1502861
721,Punjab,Loser,LIP,Letter Box,MALE,44.0,SC,Post Graduate,142274,1502861
720,Punjab,Loser,SAD,Scales,MALE,66.0,SC,Post Graduate,317753,1502861
719,Punjab,Winner,INC,Hand,MALE,65.0,SC,Post Graduate,411651,1502861
715,Punjab,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,19246,1541971
714,Punjab,Loser,PUNEKP,Key,MALE,61.0,SC,12th Pass,43932,1541971
711,Punjab,Winner,INC,Hand,MALE,78.0,SC,5th Pass,419065,1541971
712,Punjab,Loser,SAD,Scales,MALE,61.0,SC,Literate,335809,1541971
1653,Punjab,Winner,INC,Hand,FEMALE,74.0,GENERAL,Graduate,532027,1739600
1139,Punjab,Loser,AAP,Broom,MALE,33.0,GENERAL,12th Pass,13656,1638842
1654,Punjab,Loser,SAD,Scales,MALE,68.0,GENERAL,Graduate,369309,1739600
1655,Punjab,Loser,NAWPP,Mike,MALE,68.0,GENERAL,Post Graduate,161645,1739600
1138,Punjab,Loser,PUNEKP,Key,FEMALE,65.0,GENERAL,Post Graduate,214489,1638842
1137,Punjab,Loser,SAD,Scales,FEMALE,65.0,GENERAL,Graduate Professional,319137,1638842
1136,Punjab,Winner,INC,Hand,MALE,48.0,GENERAL,Others,459710,1638842
713,Punjab,Loser,AAP,Broom,MALE,78.0,SC,Post Graduate,115319,1541971
894,Punjab,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,12868,1597500
1864,Punjab,Loser,SAD(M),Truck,MALE,74.0,GENERAL,Graduate,48365,1529431
735,Punjab,Winner,SAD,Scales,MALE,56.0,GENERAL,Post Graduate,633427,1618419
824,Punjab,Loser,AAP,Broom,MALE,37.0,GENERAL,12th Pass,27744,1595284
823,Punjab,Loser,INC,Hand,MALE,65.0,GENERAL,Post Graduate,476260,1595284
346,Punjab,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,13323,1621671
345,Punjab,Loser,PUNEKP,Key,MALE,54.0,GENERAL,12th Pass,38199,1621671
344,Punjab,Loser,AAP,Broom,FEMALE,33.0,GENERAL,Post Graduate,134398,1621671
822,Punjab,Winner,BJP,Lotus,MALE,59.0,GENERAL,Others,558719,1595284
343,Punjab,Loser,INC,Hand,MALE,41.0,GENERAL,10th Pass,471052,1621671
342,Punjab,Winner,SAD,Scales,FEMALE,52.0,GENERAL,10th Pass,492824,1621671
1861,Punjab,Winner,AAP,Broom,MALE,45.0,GENERAL,12th Pass,413561,1529431
1862,Punjab,Loser,INC,Hand,MALE,68.0,GENERAL,12th Pass,303350,1529431
1863,Punjab,Loser,SAD,Scales,MALE,43.0,GENERAL,Post Graduate,263498,1529431
890,Punjab,Winner,BJP,Lotus,MALE,70.0,SC,Post Graduate,421320,1597500
1865,Punjab,Loser,LIP,Letter Box,MALE,46.0,GENERAL,Graduate,20087,1529431
739,Punjab,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,14891,1618419
738,Punjab,Loser,CPI(M),Ears of Corn And Sickle,MALE,54.0,GENERAL,12th Pass,26128,1618419
737,Punjab,Loser,AAP,Broom,MALE,49.0,GENERAL,Graduate,31872,1618419
736,Punjab,Loser,INC,Hand,MALE,56.0,SC,10th Pass,434577,1618419
893,Punjab,Loser,AAP,Broom,MALE,42.0,SC,Graduate Professional,44914,1597500
891,Punjab,Loser,INC,Hand,MALE,49.0,SC,Post Graduate,372790,1597500
825,Punjab,Loser,RMPOI,Pot,MALE,49.0,GENERAL,10th Pass,15274,1595284
93,Punjab,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,17135,1698876
90,Punjab,Loser,SAD,Scales,MALE,69.0,GENERAL,Post Graduate,381161,1698876
89,Punjab,Winner,INC,Hand,MALE,53.0,GENERAL,Graduate Professional,428045,1698876
91,Punjab,Loser,BSP,Elephant,MALE,62.0,GENERAL,Graduate,146441,1698876
942,Punjab,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,12324,1617018
1286,Punjab,Winner,INC,Hand,MALE,43.0,GENERAL,12th Pass,383795,1683325
1287,Punjab,Loser,LIP,Letter Box,MALE,48.0,GENERAL,Graduate,307423,1683325
1288,Punjab,Loser,SAD,Scales,MALE,69.0,GENERAL,Graduate Professional,299435,1683325
77,Punjab,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,8763,1507875
76,Punjab,Loser,CPI(M),Ears of Corn And Sickle,FEMALE,55.0,GENERAL,Graduate,16335,1507875
940,Punjab,Loser,BSP,Elephant,MALE,40.0,SC,Post Graduate,204783,1617018
939,Punjab,Loser,SAD,Scales,MALE,82.0,SC,Graduate Professional,366221,1617018
1289,Punjab,Loser,AAP,Broom,MALE,32.0,GENERAL,Doctorate,15945,1683325
1290,Punjab,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,10538,1683325
892,Punjab,Loser,BSP,Elephant,MALE,68.0,SC,Graduate Professional,128564,1597500
938,Punjab,Winner,INC,Hand,MALE,72.0,SC,Graduate Professional,385712,1617018
74,Punjab,Loser,BJP,Lotus,MALE,67.0,GENERAL,Post Graduate,345406,1507875
941,Punjab,Loser,AAP,Broom,MALE,69.0,SC,Graduate Professional,25467,1617018
73,Punjab,Winner,INC,Hand,MALE,46.0,GENERAL,12th Pass,445032,1507875
92,Punjab,Loser,AAP,Broom,MALE,51.0,GENERAL,Post Graduate,53052,1698876
75,Punjab,Loser,AAP,Broom,MALE,58.0,GENERAL,10th Pass,20087,1507875
752,Rajasthan,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,15543,1943486
18,Rajasthan,Loser,BSP,Elephant,MALE,60.0,SC,Post Graduate,13618,1876346
1941,Rajasthan,Loser,CPI(M),"Hammer, Sickle and Star",MALE,63.0,GENERAL,Post Graduate,31462,2041612
313,Rajasthan,Winner,BJP,Lotus,MALE,45.0,GENERAL,Graduate,846526,1941231
430,Rajasthan,Winner,BJP,Lotus,MALE,65.0,SC,Post Graduate,657743,1851628
431,Rajasthan,Loser,INC,Hand,MALE,55.0,SC,Graduate,393662,1851628
17,Rajasthan,Loser,INC,Hand,MALE,40.0,GENERAL,Graduate,398652,1876346
314,Rajasthan,Loser,INC,Hand,MALE,55.0,GENERAL,Post Graduate,522718,1941231
432,Rajasthan,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,13510,1851628
433,Rajasthan,Loser,BSP,Elephant,MALE,47.0,SC,5th Pass,11412,1851628
2125,Rajasthan,Loser,BSP,Elephant,MALE,30.0,SC,Graduate,23301,1945992
1099,Rajasthan,Loser,BSP,Elephant,MALE,44.0,SC,Graduate,25718,1810574
316,Rajasthan,Loser,BMUP,Cot,MALE,39.0,SC,5th Pass,16699,1941231
16,Rajasthan,Winner,BJP,Lotus,MALE,64.0,GENERAL,12th Pass,815076,1876346
749,Rajasthan,Winner,BJP,Lotus,MALE,48.0,SC,Graduate,897177,1943486
19,Rajasthan,Loser,APoI,Coat,MALE,60.0,SC,Post Graduate,13041,1876346
750,Rajasthan,Loser,INC,Hand,MALE,63.0,SC,Graduate,490199,1943486
751,Rajasthan,Loser,CPI(M),Ears of Corn And Sickle,MALE,74.0,SC,Literate,18309,1943486
315,Rajasthan,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,18996,1941231
2124,Rajasthan,Loser,INC,Hand,MALE,75.0,ST,Post Graduate,533028,1945992
395,Rajasthan,Loser,BSP,Elephant,MALE,40.0,GENERAL,5th Pass,15627,1997328
1098,Rajasthan,Loser,INC,Hand,MALE,31.0,SC,Graduate Professional,428761,1810574
50,Rajasthan,Loser,BSP,Elephant,MALE,31.0,GENERAL,10th Pass,56649,1888524
49,Rajasthan,Loser,INC,Hand,MALE,47.0,GENERAL,Graduate,430230,1888524
48,Rajasthan,Winner,BJP,Lotus,MALE,35.0,GENERAL,10th Pass,760201,1888524
1228,Rajasthan,Winner,BJP,Lotus,MALE,56.0,GENERAL,Post Graduate,800051,1948010
1229,Rajasthan,Loser,INC,Hand,MALE,75.0,ST,Graduate Professional,520374,1948010
1513,Rajasthan,Loser,IND,Truck,FEMALE,41.0,GENERAL,Post Graduate,12785,1933169
1512,Rajasthan,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,13049,1933169
1511,Rajasthan,Loser,INC,Hand,FEMALE,47.0,GENERAL,Graduate Professional,478791,1933169
1510,Rajasthan,Winner,RLTP,Tyres,MALE,47.0,GENERAL,Graduate Professional,660051,1933169
931,Rajasthan,Winner,BJP,Lotus,MALE,61.0,GENERAL,12th Pass,924065,2127021
932,Rajasthan,Loser,INC,Hand,FEMALE,44.0,GENERAL,Doctorate,493439,2127021
2123,Rajasthan,Winner,BJP,Lotus,MALE,61.0,GENERAL,12th Pass,644319,1945992
933,Rajasthan,Winner,BJP,Lotus,MALE,49.0,GENERAL,Graduate,820132,1952542
1631,Rajasthan,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,15180,2161663
1630,Rajasthan,Loser,INC,Hand,MALE,69.0,GENERAL,Literate,418552,2161663
1629,Rajasthan,Winner,BJP,Lotus,MALE,65.0,GENERAL,Graduate Professional,900149,2161663
382,Rajasthan,Winner,BJP,Lotus,FEMALE,39.0,SC,8th Pass,707992,1943794
383,Rajasthan,Loser,INC,Hand,MALE,59.0,SC,Graduate Professional,389593,1943794
384,Rajasthan,Loser,BSP,Elephant,MALE,56.0,SC,Graduate Professional,31615,1943794
392,Rajasthan,Winner,BJP,Lotus,MALE,62.0,GENERAL,Graduate,938160,1997328
393,Rajasthan,Loser,INC,Hand,MALE,52.0,GENERAL,12th Pass,326160,1997328
394,Rajasthan,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,17418,1997328
396,Rajasthan,Loser,RTORP,Pressure Cooker,MALE,42.0,GENERAL,Graduate,13148,1997328
1097,Rajasthan,Winner,BJP,Lotus,MALE,49.0,SC,Post Graduate,526443,1810574
934,Rajasthan,Loser,INC,Hand,FEMALE,41.0,GENERAL,Graduate,426961,1952542
1013,Rajasthan,Loser,INC,Hand,MALE,38.0,GENERAL,Graduate Professional,514448,1956755
268,Rajasthan,Loser,BSP,Elephant,MALE,31.0,ST,8th Pass,26172,1975368
606,Rajasthan,Winner,BJP,Lotus,FEMALE,71.0,ST,Post Graduate,548733,1730289
552,Rajasthan,Winner,BJP,Lotus,MALE,42.0,GENERAL,Graduate,792999,2019104
1774,Rajasthan,Loser,APoI,Coat,MALE,44.0,SC,5th Pass,12887,1912911
1775,Rajasthan,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,12671,1912911
1010,Rajasthan,Winner,BJP,Lotus,MALE,58.0,GENERAL,Graduate,738163,1937882
607,Rajasthan,Loser,INC,Hand,FEMALE,54.0,ST,12th Pass,470289,1730289
555,Rajasthan,Loser,BSP,Elephant,MALE,57.0,GENERAL,12th Pass,16116,2019104
554,Rajasthan,Loser,CPI(M),"Hammer, Sickle and Star",MALE,41.0,GENERAL,Graduate Professional,25090,2019104
1772,Rajasthan,Loser,INC,Hand,MALE,76.0,GENERAL,Post Graduate,311123,1912911
955,Rajasthan,Winner,BJP,Lotus,MALE,42.0,GENERAL,10th Pass,772833,2071244
553,Rajasthan,Loser,INC,Hand,MALE,58.0,GENERAL,10th Pass,458597,2019104
957,Rajasthan,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,17714,2071244
267,Rajasthan,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,29962,1975368
266,Rajasthan,Loser,BTP,Auto- Rickshaw,MALE,43.0,ST,Post Graduate,250761,1975368
265,Rajasthan,Loser,INC,Hand,MALE,65.0,ST,Post Graduate,406245,1975368
264,Rajasthan,Winner,BJP,Lotus,MALE,62.0,ST,Graduate Professional,711709,1975368
956,Rajasthan,Loser,INC,Hand,MALE,44.0,GENERAL,12th Pass,511723,2071244
269,Rajasthan,Loser,IND,Air Conditioner,MALE,26.0,ST,Graduate Professional,14822,1975368
1771,Rajasthan,Winner,BJP,Lotus,FEMALE,48.0,GENERAL,Others,863039,1912911
1773,Rajasthan,Loser,BSP,Elephant,MALE,45.0,GENERAL,Graduate,15955,1912911
2147,Rajasthan,Loser,CPI(M),Ears of Corn And Sickle,MALE,51.0,ST,Graduate,18386,2069559
608,Rajasthan,Loser,BSP,Elephant,MALE,36.0,ST,Post Graduate,13414,1730289
549,Rajasthan,Winner,BJP,Lotus,MALE,43.0,GENERAL,Graduate,982942,2015911
1012,Rajasthan,Winner,BJP,Lotus,MALE,51.0,GENERAL,Post Graduate,788888,1956755
1940,Rajasthan,Loser,INC,Hand,MALE,61.0,GENERAL,Graduate,474948,2041612
1939,Rajasthan,Winner,BJP,Lotus,MALE,67.0,GENERAL,Post Graduate,772104,2041612
550,Rajasthan,Loser,INC,Hand,MALE,68.0,GENERAL,Graduate Professional,406695,2015911
2148,Rajasthan,Loser,BSP,Elephant,MALE,53.0,ST,10th Pass,16318,2069559
1011,Rajasthan,Loser,INC,Hand,MALE,64.0,GENERAL,10th Pass,435616,1937882
2143,Rajasthan,Winner,BJP,Lotus,MALE,54.0,ST,Post Graduate,871548,2069559
992,Rajasthan,Winner,BJP,Lotus,MALE,48.0,GENERAL,Post Graduate,887400,1903870
993,Rajasthan,Loser,INC,Hand,MALE,48.0,GENERAL,Graduate Professional,433472,1903870
994,Rajasthan,Loser,NOTA,NOTA,NOTA,0.0,NOTA,NOTA,17080,1903870
2144,Rajasthan,Loser,INC,Hand,MALE,59.0,ST,Graduate Professional,433634,2069559
